Identifiant du lieu;Année du tournage;Type de tournage;Titre;Réalisateur;Producteur;Localisation de la scène;Code postal;Date de début;Date de fin;Coordonnée en X;Coordonnée en Y;geo_shape;geo_point_2d
2017-25;2017;Long métrage;JALOUSE;Stéphane et David FOENKINOS;MANDARIN PRODUCTION;rue paul bert, 75011 paris;75011;2017-02-22;2017-02-22;2.38443112;48.85103633;"{""coordinates"": [2.384431117981362, 48.85103633154449], ""type"": ""Point""}";48.85103633154449, 2.384431117981362
2017-28;2017;Long métrage;JALOUSE;Stéphane et David FOENKINOS;MANDARIN PRODUCTION;impasse charles petit, 75011 paris;75011;2017-02-22;2017-02-22;2.38449371;48.85124294;"{""coordinates"": [2.3844937095046133, 48.851242938064935], ""type"": ""Point""}";48.851242938064935, 2.3844937095046133
2017-47;2017;Long métrage;SIMON ET THÉODORE;MIKAEL BUCH;MONA FILMS;rue crozatier, 75012 paris;75012;2017-03-15;2017-03-15;2.38054355;48.84825193;"{""coordinates"": [2.380543549895615, 48.84825193156649], ""type"": ""Point""}";48.84825193156649, 2.380543549895615
2017-319;2017;Long métrage;Première Année (2ème Partie);Thomas Lilti;LES FILMS DU PARC;18 rue des fossés saint-jacques, 75005 paris;75005;2017-05-15;2017-05-15;2.34432732;48.84543537;"{""coordinates"": [2.3443273193650542, 48.845435369295956], ""type"": ""Point""}";48.845435369295956, 2.3443273193650542
2017-336;2017;Long métrage;Amanda;Mikhael Hers;Nord-Ouest films;route du lac de saint-mandé, 75012 paris;75012;2017-08-25;2017-08-26;2.42432476;48.83864104;"{""coordinates"": [2.424324762521703, 48.838641042973315], ""type"": ""Point""}";48.838641042973315, 2.424324762521703
2017-137;2017;Long métrage;GARDE ALTERNEE;ALEXANDRA LECLERE;PAN EUROPEENNE;11 rue du cherche-midi, 75006 paris;75006;2017-03-23;2017-03-23;2.32932101;48.8514119;"{""coordinates"": [2.329321006409921, 48.85141190096606], ""type"": ""Point""}";48.85141190096606, 2.329321006409921
2017-138;2017;Long métrage;BIG BANG;Cécilia Rouaud;FIRELIGHT Big Bang;rue mazarine, 75006 paris;75006;2017-03-29;2017-03-29;2.33718927;48.85669329;"{""coordinates"": [2.337189266261737, 48.856693291390414], ""type"": ""Point""}";48.856693291390414, 2.337189266261737
2017-163;2017;Téléfilm;JE NE SUIS PAS UN HOMME FACILE;ELEONORE POURRIAT;FILM INVADERS;13 rue saint-sabin, 75011 paris;75011;2017-03-21;2017-03-21;2.37188128;48.85536123;"{""coordinates"": [2.37188127934352, 48.85536123136742], ""type"": ""Point""}";48.85536123136742, 2.37188127934352
2017-178;2017;Série TV;CHRONIQUES PARISIENNES 11;ZABOU BREITMAN;LES FILMS DU KIOSQUE;1 rue de babylone, 75007 paris;75007;2017-03-20;2017-03-20;2.32575284;48.85166634;"{""coordinates"": [2.325752836156615, 48.85166633979608], ""type"": ""Point""}";48.85166633979608, 2.325752836156615
2017-509;2017;Série TV;UNE FAMILLE FORMIDABLE - SAISON 14;Miguel Courtois;Panama productions;9 place des victoires, 75002 paris;75002;2017-09-15;2017-09-15;2.34171798;48.86579754;"{""coordinates"": [2.341717980462416, 48.865797536001956], ""type"": ""Point""}";48.865797536001956, 2.341717980462416
2017-543;2017;Long métrage;TOUT LE MONDE DEBOUT;Franck Dubosc;;place de la concorde, 75008 paris;75008;2017-09-13;2017-09-13;2.32053484;48.8666995;"{""coordinates"": [2.320534842202644, 48.866699494682805], ""type"": ""Point""}";48.866699494682805, 2.320534842202644
2017-558;2017;Série TV;BER;Hugo Blick;Gem Films;place de rio de janeiro, 75008 paris;75008;2017-09-30;2017-09-30;2.3102569;48.87751103;"{""coordinates"": [2.310256904731311, 48.877511032280474], ""type"": ""Point""}";48.877511032280474, 2.310256904731311
2017-466;2017;Série TV;NOX;Mabrouk el Mechri;Gaumont Télévision c/o Gaumont Production Télévision;quai de la tournelle, 75005 paris;75005;2017-09-05;2017-09-06;2.35259167;48.85069895;"{""coordinates"": [2.352591666804892, 48.850698947340966], ""type"": ""Point""}";48.850698947340966, 2.352591666804892
2017-475;2017;Long métrage;Le Proverbe;Daniel Auteuil;Curiosa;15 avenue junot, 75018 paris;75018;2017-09-07;2017-09-08;2.33573838;48.88809672;"{""coordinates"": [2.335738376423147, 48.88809671518553], ""type"": ""Point""}";48.88809671518553, 2.335738376423147
2017-625;2017;Série TV;Vingt-cinq;Bryan Marciano;ELIPH PRODUCTIONS;15 rue de marseille, 75010 paris;75010;2017-10-06;2017-10-06;2.36366863;48.87169878;"{""coordinates"": [2.363668631477886, 48.87169877887258], ""type"": ""Point""}";48.87169877887258, 2.363668631477886
2017-637;2017;Série TV;ÇUKUR - Episode 1 : GÖKHAN HORZUM;Sinan Öztürk;Funny Balloons;avenue des champs elysées, 75008 paris;75008;2017-10-05;2017-10-05;2.30528845;48.87053329;"{""coordinates"": [2.305288451489716, 48.87053328800335], ""type"": ""Point""}";48.87053328800335, 2.305288451489716
2017-645;2017;Série TV;ALICE NEVERS;vincent giovanni;EGO PRoductions;75 rue de la santé, 75013 paris;75013;2017-10-19;2017-10-19;2.34127115;48.83219984;"{""coordinates"": [2.341271151450471, 48.832199834787765], ""type"": ""Point""}";48.832199834787765, 2.341271151450471
2017-648;2017;Série TV;ALICE NEVERS;vincent giovanni;EGO PRoductions;rue emile dubois, 75014 paris;75014;2017-10-18;2017-10-18;2.33743096;48.83157746;"{""coordinates"": [2.337430959735823, 48.83157745524079], ""type"": ""Point""}";48.83157745524079, 2.337430959735823
2017-649;2017;Série TV;ALICE NEVERS;vincent giovanni;EGO PRoductions;rue leclerc, 75014 paris;75014;2017-10-18;2017-10-18;2.33645456;48.83405433;"{""coordinates"": [2.33645455531135, 48.83405432643859], ""type"": ""Point""}";48.83405432643859, 2.33645455531135
2017-685;2017;Série TV;NEXITY - A CHACUN SA VILLE - ( PARTIE 2);Nath DUMONT;DREAM ON;passage du marché, 75010 paris;75010;2017-04-27;2017-04-27;2.35712995;48.87108909;"{""coordinates"": [2.357129946133954, 48.87108909037616], ""type"": ""Point""}";48.87108909037616, 2.357129946133954
2017-698;2017;Série TV;Baron noir;Antoine Chevrollier - Ziad Doueiri;KWAI;143 rue de la roquette, 75011 paris;75011;2017-10-14;2017-10-14;2.38448586;48.85898643;"{""coordinates"": [2.384485863513206, 48.85898643117908], ""type"": ""Point""}";48.85898643117908, 2.384485863513206
2017-391;2017;Long métrage;Tout ce qu'il me reste de la revolution;Judith Davis;Apsara Films;rue florian, 75020 paris;75020;2017-08-30;2017-08-30;2.40417091;48.85858755;"{""coordinates"": [2.40417090714034, 48.85858754665622], ""type"": ""Point""}";48.85858754665622, 2.40417090714034
2017-584;2017;Long métrage;LA FETE DES MERES;MARIE-CASTILLE MENTION-SCHAAR;WILLOW FILMS;83 boulevard de la villette, 75010 paris;75010;2017-10-06;2017-10-06;2.37059046;48.87738522;"{""coordinates"": [2.370590458560581, 48.87738522260082], ""type"": ""Point""}";48.87738522260082, 2.370590458560581
2017-585;2017;Long métrage;LA FETE DES MERES;MARIE-CASTILLE MENTION-SCHAAR;WILLOW FILMS;boulevard de la villette, 75019 paris;75019;2017-10-06;2017-10-07;2.37212102;48.8764269;"{""coordinates"": [2.372121015530159, 48.87642689992179], ""type"": ""Point""}";48.87642689992179, 2.372121015530159
2017-596;2017;Série TV;FIND ME IN PARIS 3;MATT BLOOM et RANDALL THORN;COTTONWOOD MEDIA;cité de trévise, 75009 paris;75009;2017-09-28;2017-09-29;2.34668065;48.87481826;"{""coordinates"": [2.346680651054729, 48.874818260002336], ""type"": ""Point""}";48.874818260002336, 2.346680651054729
2017-599;2017;Long métrage;voyez comme on danse;michel Blanc;les films du 24;3 rue dupont de l'eure, 75020 paris;75020;2017-10-04;2017-10-05;2.40043764;48.86767731;"{""coordinates"": [2.400437639907008, 48.86767730544526], ""type"": ""Point""}";48.86767730544526, 2.400437639907008
2017-605;2017;Long métrage;VOLTAIRE;Stephen Woolfenden;PENINSULA FILM;place de la madeleine, 75008 paris;75008;2017-10-13;2017-10-13;2.32345939;48.86974617;"{""coordinates"": [2.323459388741159, 48.8697461691805], ""type"": ""Point""}";48.8697461691805, 2.323459388741159
2017-616;2017;Long métrage;Bêtes Blondes;Maxime Matray et Alexia Walther;ECCE FILMS;15b rue pierre bonnard, 75020 paris;75020;2017-10-18;2017-10-19;2.40356518;48.85949214;"{""coordinates"": [2.403565176511834, 48.8594921387138], ""type"": ""Point""}";48.8594921387138, 2.403565176511834
2017-488;2017;Long métrage;VOLTAIRE;Stephen Woolfenden;PENINSULA FILM;rue de tournon, 75006 paris;75006;2017-10-03;2017-10-03;2.3372796;48.84970292;"{""coordinates"": [2.337279596454653, 48.849702922841765], ""type"": ""Point""}";48.849702922841765, 2.337279596454653
2017-832;2017;Série TV;Vingt-cinq;Bryan Marciano;ELIPH PRODUCTIONS;2 rue des colonnes du trône, 75012 paris;75012;2017-10-20;2017-10-20;2.39905078;48.84560159;"{""coordinates"": [2.399050781106614, 48.84560159103077], ""type"": ""Point""}";48.84560159103077, 2.399050781106614
2017-840;2017;Série TV;GENIUS Saison 2 - PICASSO;Ben;Froggie Production - Genius;avenue winston churchill, 75008 paris;75008;2017-10-29;2017-10-29;2.3139305;48.866968;"{""coordinates"": [2.313930498022448, 48.866968001641524], ""type"": ""Point""}";48.866968001641524, 2.313930498022448
2017-858;2017;Long métrage;Le Suicide d'Emma Peeters;Nicole Palo;TAKE FIVE sprl;1 rue des envierges, 75020 paris;75020;2017-11-10;2017-11-10;2.3858637;48.87159825;"{""coordinates"": [2.38586369527416, 48.87159825159236], ""type"": ""Point""}";48.87159825159236, 2.38586369527416
2017-885;2017;Série TV;LRDM - Patriot season 2;Steven Conrad;NW2018 (c/o Firstep);place dalida, 75018 paris;75018;2017-11-08;2017-11-08;2.33808439;48.88849075;"{""coordinates"": [2.338084390455961, 48.88849075178034], ""type"": ""Point""}";48.88849075178034, 2.338084390455961
2017-777;2017;Long métrage;AT ETERNITY'S GATE;JULIAN SCHNABEL;ICONOCLAST FILMS;rue malebranche, 75005 paris;75005;2017-10-24;2017-10-24;2.34270002;48.84628825;"{""coordinates"": [2.342700021107344, 48.84628825207046], ""type"": ""Point""}";48.84628825207046, 2.342700021107344
2017-778;2017;Série TV;NOX;Mabrouk el Mechri;Gaumont Télévision c/o Gaumont Production Télévision;93 rue jean-pierre timbaud, 75011 paris;75011;2017-10-30;2017-10-30;2.37927092;48.86834491;"{""coordinates"": [2.379270924825028, 48.86834491171873], ""type"": ""Point""}";48.86834491171873, 2.379270924825028
2017-779;2017;Long métrage;Les Joueurs;Marie Monge;The Film;10 rue pixérécourt, 75020 paris;75020;2017-10-25;2017-10-26;2.39545718;48.87067707;"{""coordinates"": [2.395457178907723, 48.87067706526553], ""type"": ""Point""}";48.87067706526553, 2.395457178907723
2017-945;2017;Série TV;CLEM SAISON 8 ep 44 et 45;Nicolas HERDT;MERLIN PRODUCTIONS;109 avenue mozart, 75016 paris;75016;2017-11-15;2017-11-15;2.26757852;48.85111075;"{""coordinates"": [2.267578520792496, 48.85111074720274], ""type"": ""Point""}";48.85111074720274, 2.267578520792496
2017-946;2017;Long métrage;TERRITOIRES;DAVID OELHOFFEN;ONE WORLD FILMS;147 rue cardinet, 75017 paris;75017;2017-11-27;2017-11-27;2.31525555;48.88835327;"{""coordinates"": [2.315255549236449, 48.888353266964856], ""type"": ""Point""}";48.888353266964856, 2.315255549236449
2017-963;2017;Série TV;alice nevers episodes 96,97 saison 15;SIMON ASTIER;EGO PRoductions;101 avenue de la république, 75011 paris;75011;2017-11-24;2017-11-25;2.38452546;48.86352557;"{""coordinates"": [2.384525456935612, 48.86352557228999], ""type"": ""Point""}";48.86352557228999, 2.384525456935612
2017-977;2017;Long métrage;MADE IN CHINA;Julien ABRAHAM;MONTAUK FILMS;47 rue baudricourt, 75013 paris;75013;2017-11-17;2017-11-17;2.36360011;48.82632231;"{""coordinates"": [2.363600106971905, 48.8263223045349], ""type"": ""Point""}";48.8263223045349, 2.363600106971905
2017-1004;2017;Long métrage;SYNONYMES;Nadav Lapid;SBS FILMS;avenue des champs elysées, 75008 paris;75008;2017-12-06;2017-12-06;2.30528845;48.87053329;"{""coordinates"": [2.305288451489716, 48.87053328800335], ""type"": ""Point""}";48.87053328800335, 2.305288451489716
2017-700;2017;Série TV;Baron noir;Antoine Chevrollier - Ziad Doueiri;KWAI;rue fabert, 75007 paris;75007;2017-10-12;2017-10-13;2.31149955;48.86112355;"{""coordinates"": [2.311499549301126, 48.86112354428428], ""type"": ""Point""}";48.86112354428428, 2.311499549301126
2017-738;2017;Long métrage;TAMARA 2 demande n°4;ALEXANDRE CASTAGNETTI;ELEPHANT STORY;pont des arts, 75001 paris;75001;2017-11-02;2017-11-02;2.33754677;48.85838862;"{""coordinates"": [2.3375467712017, 48.85838861560237], ""type"": ""Point""}";48.85838861560237, 2.3375467712017
2017-739;2017;Série TV;Vingt-cinq;Bryan Marciano;ELIPH PRODUCTIONS;cité dupetit-thouars, 75003 paris;75003;2017-10-19;2017-10-19;2.36245743;48.86608237;"{""coordinates"": [2.362457431242328, 48.86608236632576], ""type"": ""Point""}";48.86608236632576, 2.362457431242328
2017-741;2017;Série TV;Vingt-cinq;Bryan Marciano;ELIPH PRODUCTIONS;rue de bretagne, 75003 paris;75003;2017-10-19;2017-10-19;2.36208597;48.86311343;"{""coordinates"": [2.362085965471136, 48.863113433940285], ""type"": ""Point""}";48.863113433940285, 2.362085965471136
2017-749;2017;Long métrage;2Fils (2ème partie);Félix Moati;NORD OUEST FILMS;avenue de saint-mandé, 75012 paris;75012;2017-10-26;2017-10-26;2.40546709;48.8446493;"{""coordinates"": [2.405467087090944, 48.84464929530754], ""type"": ""Point""}";48.84464929530754, 2.405467087090944
2017-1189;2017;Long métrage;Un homme pressé;Hervé Mimran;Albertine Productions;83 boulevard de l'hôpital, 75013 paris;75013;2017-05-23;2017-05-24;2.36116495;48.83860853;"{""coordinates"": [2.361164952098505, 48.83860852677493], ""type"": ""Point""}";48.83860852677493, 2.361164952098505
2017-1206;2017;Série TV;CHRONIQUES PARISIENNES 21;ZABOU BREITMAN;LES FILMS DU KIOSQUE;24 rue de sèvres, 75007 paris;75007;2017-05-22;2017-05-22;2.32441985;48.85047872;"{""coordinates"": [2.324419845885619, 48.85047871875708], ""type"": ""Point""}";48.85047871875708, 2.324419845885619
2017-1213;2017;Série TV;LEBOWITZ CONTRE LEBOWITZ 2;;CHABRAQUE PRODUCTIONS;12 rue cortambert, 75116 paris;75116;2017-05-29;2017-05-29;2.28049834;48.86247192;"{""coordinates"": [2.280498335876337, 48.86247191737122], ""type"": ""Point""}";48.86247191737122, 2.280498335876337
2017-1215;2017;Série TV;LEBOWITZ CONTRE LEBOWITZ 2;;CHABRAQUE PRODUCTIONS;quai de valmy, 75010 paris;75010;2017-05-31;2017-05-31;2.36442236;48.8765691;"{""coordinates"": [2.364422358315488, 48.87656909835755], ""type"": ""Point""}";48.87656909835755, 2.364422358315488
2017-799;2017;Long métrage;voyez comme on danse;michel blanc;les films du 24;11 rue dupont de l'eure, 75020 paris;75020;2017-10-25;2017-10-25;2.39997748;48.86815863;"{""coordinates"": [2.399977477388668, 48.86815862728199], ""type"": ""Point""}";48.86815862728199, 2.399977477388668
2017-1087;2017;Long métrage;TERRITOIRES;DAVID OELHOFFEN;ONE WORLD FILMS;76 boulevard pereire, 75017 paris;75017;2017-12-07;2017-12-07;2.30197939;48.88721821;"{""coordinates"": [2.301979393302066, 48.88721821330006], ""type"": ""Point""}";48.88721821330006, 2.301979393302066
2017-1101;2017;Série TV;CHARON;Frédéric SCHOENDOERFFER;EVS Productions;2 rue de l'alboni, 75016 paris;75016;2017-12-22;2017-12-22;2.28636634;48.85706744;"{""coordinates"": [2.286366339183296, 48.857067438488215], ""type"": ""Point""}";48.857067438488215, 2.286366339183296
2017-1263;2017;Série Web;BARBER TRUCK;PIERRE ANDRE LHOMME;WONDERCORP;66 avenue de la république, 75011 paris;75011;2017-06-06;2017-06-07;2.37734658;48.86458474;"{""coordinates"": [2.377346582386239, 48.86458473690888], ""type"": ""Point""}";48.86458473690888, 2.377346582386239
2017-910;2017;Série TV;MATHIEU ET THOMAS CONTRE LE MONDE ENTIER;JULIEN CARPENTIER;GOLDEN NETWORK / GM6;37 boulevard de reuilly, 75012 paris;75012;2017-11-15;2017-11-15;2.39308881;48.83950881;"{""coordinates"": [2.393088806880946, 48.8395088087554], ""type"": ""Point""}";48.8395088087554, 2.393088806880946
2017-927;2017;Long métrage;Synonymes;Nadav Lapid;SBS FILMS;pont d'arcole, 75004 paris;75004;2017-11-24;2017-11-24;2.35089143;48.85584594;"{""coordinates"": [2.350891429885982, 48.85584593860675], ""type"": ""Point""}";48.85584593860675, 2.350891429885982
2018-892;2018;Série TV;Osmosis;Julius Berg;CAPA SERIES;place du palais bourbon, 75007 paris;75007;2018-07-30;2018-07-30;2.31828129;48.86035055;"{""coordinates"": [2.3182812940314133, 48.86035055170592], ""type"": ""Point""}";48.86035055170592, 2.3182812940314133
2018-902;2018;Série TV;Osmosis;Julis Berge - Philippe Larue;CAPA SERIES;rue bonaparte, 75006 paris;75006;2018-07-31;2018-07-31;2.3326985000000002;48.85027178;"{""coordinates"": [2.332698502973853, 48.8502717832141], ""type"": ""Point""}";48.8502717832141, 2.332698502973853
2019-224;2019;Série Web;Viajando à Trabalho;NonStop Produções;NonStop Produções;2 allée adrienne lecouvreur, 75007 paris;75007;2019-02-27;2019-02-27;2.29755727;48.85767117;"{""coordinates"": [2.297557265976701, 48.8576711727549], ""type"": ""Point""}";48.8576711727549, 2.297557265976701
2019-555;2019;Série TV;BARON NOIR;ANTOINE CHEVROLLIER;KWAÏ;avenue de la porte de saint-ouen, 75017 paris;75017;2019-06-14;2019-06-15;2.32899648;48.89785284;"{""coordinates"": [2.328996475070554, 48.89785284010563], ""type"": ""Point""}";48.89785284010563, 2.328996475070554
2019-569;2019;Série TV;The Eddy;Damien Chazelle;atlantique productions;8 rue de gravelle, 75012 paris;75012;2019-06-04;2019-06-04;2.39772693;48.83602669;"{""coordinates"": [2.397726931082638, 48.836026689700205], ""type"": ""Point""}";48.836026689700205, 2.397726931082638
2019-585;2019;Série TV;L'art du crime saison 3;Elsa Bennett et Hippolyte Dard;GAUMONT TELEVISION c/o GAUMONT PRODUCTION TELEVISION;2 avenue velasquez, 75008 paris;75008;2019-06-06;2019-06-06;2.31291117;48.88012682;"{""coordinates"": [2.312911173216948, 48.88012681846028], ""type"": ""Point""}";48.88012681846028, 2.312911173216948
2019-1550;2019;Long métrage;Tendre et saignant;Christopher Thompson;Les Films du Cap;53 rue de saintonge, 75003 paris;75003;2019-11-19;2019-11-22;2.36491118;48.86390989;"{""coordinates"": [2.364911177129406, 48.8639098910761], ""type"": ""Point""}";48.8639098910761, 2.364911177129406
2019-1555;2019;Série TV;MODERN FAMILY 11;Jim Bagdonas;FROGGIE PRODUCTION;55 quai de bourbon, 75004 paris;75004;2019-11-15;2019-11-15;2.35332815;48.85308506;"{""coordinates"": [2.353328154092317, 48.853085060414806], ""type"": ""Point""}";48.853085060414806, 2.353328154092317
2019-1579;2019;Série TV;Emily in Paris;Darren Star;NW2020;port de solférino, 75007 paris;75007;2019-11-13;2019-11-13;2.32562886;48.86102498;"{""coordinates"": [2.325628857251007, 48.86102498336196], ""type"": ""Point""}";48.86102498336196, 2.325628857251007
2016-2585;2016;Long métrage;THE ESCAPE;DOMINIC SAVAGE;HANNA FILMS;RUE  D'HAUTEVILLE;75010;2016-10-19;2016-10-19;2.350499;48.87406;"{""coordinates"": [2.350498999553027, 48.874059999731514], ""type"": ""Point""}";48.874059999731514, 2.350498999553027
2016-2600;2016;Long métrage;DJANGO MELODIES;ETIENNE COMAR;CURIOSA FILMS;51  AVENUE  D'IENA;75016;2016-03-03;2016-03-03;2.295387;48.870082;"{""coordinates"": [2.295387000667266, 48.87008199957235], ""type"": ""Point""}";48.87008199957235, 2.295387000667266
2016-2638;2016;Long métrage;LUMIERE AMOUREUSE;FRANCHIN DOM;KOI FILMS;RUE  LA BONNE;75018;2016-06-14;2016-06-14;2.343412;48.887950000000004;"{""coordinates"": [2.3434120002081302, 48.88794999964075], ""type"": ""Point""}";48.88794999964075, 2.3434120002081302
2016-2660;2016;Série TV;10%/SAISON 2;JEANNE HERRY;MON VOISIN PRODUCTIONS;69/91  RUE  DE BELLEVILLE;75019;2016-09-14;2016-09-14;2.384688;48.873777;"{""coordinates"": [2.384687999469147, 48.873777000007344], ""type"": ""Point""}";48.873777000007344, 2.384687999469147
